"id","location_srs","location_x","location_y","operator","elevation","slope","aspect","adm1_name","country","geometry","area","actively_saved","actively_saved_on_year","actively_saved_on_month","actively_saved_on_day","plot_file","ref_code","confidence","map_code","ref_class","map_class"
"648","EPSG:4326","104.3143006053","11.6933829317879","autobot","111","0.0062291502775456","1.46169383498161","Kâmpóng Spœ","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Deforestation crops","TRUE","Deforestation crops","Deforestation crops","Deforestation crops"
"764","EPSG:4326","104.171946166373","11.7650516092973","autobot","203","0.0400927299528891","5.79381948987542","Kâmpóng Spœ","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Deforestation crops","TRUE","Deforestation crops","Deforestation crops","Deforestation crops"
"83","EPSG:4326","104.476881467752","11.8529583636463","autobot","107","0.0114922647532412","1.46436360350291","Kâmpóng Chhnang","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Deforestation crops","TRUE","Deforestation crops","Deforestation crops","Deforestation crops"
"823","EPSG:4326","104.247266459746","11.8969293508593","autobot","181","0.0393717250562149","1.48459653869686","Kâmpóng Spœ","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Deforestation crops","TRUE","Deforestation crops","Deforestation crops","Deforestation crops"
"790","EPSG:4326","106.211741956904","12.0504370580394","autobot","69","0.011991444056289","4.49576810928833","Krâchéh","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Deforestation crops","TRUE","Deforestation crops","Deforestation crops","Deforestation crops"
"738","EPSG:4326","105.452205425225","13.0146744908153","autobot","104","0.0160087386312906","0.649357423780203","Kâmpóng Thum","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Deforestation crops","TRUE","Deforestation crops","Deforestation crops","Deforestation crops"
"63","EPSG:4326","106.816551049995","12.1619723326078","autobot","135","0.010754476213461","2.77454085469595","Môndól Kiri","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Deforestation crops","TRUE","Deforestation crops","Deforestation crops","Deforestation crops"
"572","EPSG:4326","106.550191174557","12.2453384906147","autobot","98","0.010335601695431","5.37713085187507","Krâchéh","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Deforestation crops","TRUE","Deforestation crops","Deforestation crops","Deforestation crops"
"883","EPSG:4326","106.219734213945","12.2972466614492","autobot","93","0.0213316526478368","1.23381894861074","Krâchéh","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Deforestation crops","TRUE","Deforestation crops","Deforestation crops","Deforestation crops"
"912","EPSG:4326","105.424250713634","12.5148162604771","autobot","51","0.00368601156293205","3.02901820297625","Kâmpóng Thum","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Deforestation crops","TRUE","Deforestation crops","Deforestation crops","Deforestation crops"
"101","EPSG:4326","105.710461740218","12.499999779","autobot","95","0.02088095114156","2.98231042246996","Kâmpóng Thum","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Deforestation crops","TRUE","Deforestation crops","Deforestation crops","Deforestation crops"
"692","EPSG:4326","105.627784003752","12.6427326975977","autobot","88","0.00993178963150881","3.55662471382078","Kâmpóng Thum","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Deforestation crops","TRUE","Deforestation crops","Deforestation crops","Deforestation crops"
"170","EPSG:4326","105.69960109084","12.6863617217588","autobot","85","0.00415244404479938","4.77777280907431","Kâmpóng Thum","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Deforestation crops","TRUE","Deforestation crops","Deforestation crops","Deforestation crops"
"90","EPSG:4326","105.498569902295","12.7727448078041","autobot","92","0.00817973551386085","1.65381143740649","Kâmpóng Thum","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Deforestation crops","TRUE","Deforestation crops","Deforestation crops","Deforestation crops"
"298","EPSG:4326","105.353416115482","12.8033025529192","autobot","72","0.004125880268372","3.44777964121708","Kâmpóng Thum","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Deforestation crops","TRUE","Deforestation crops","Deforestation crops","Deforestation crops"
"484","EPSG:4326","102.784940231324","12.8835843086179","autobot","204","0.11128658201493","0.492150931608983","Batdâmbâng","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Deforestation crops","FALSE","Deforestation crops","Deforestation crops","Deforestation crops"
"864","EPSG:4326","105.68715230324","12.8588826894395","autobot","125","0.00631891476377784","5.70461770128177","Kâmpóng Thum","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Deforestation crops","FALSE","Deforestation crops","Deforestation crops","Deforestation crops"
"91","EPSG:4326","102.902511009828","12.9235033985243","autobot","102","0.0320424474509466","0.494321627688459","Batdâmbâng","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Deforestation crops","TRUE","Deforestation crops","Deforestation crops","Deforestation crops"
"767","EPSG:4326","104.239523916967","13.7974660962597","autobot","116","0.00234340258202467","6.10461173368084","Siemréab","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Deforestation crops","TRUE","Deforestation crops","Deforestation crops","Deforestation crops"
"724","EPSG:4326","105.338245745728","13.1340765625199","autobot","95","0.0107137220960493","0.558009539595755","Kâmpóng Thum","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Deforestation crops","TRUE","Deforestation crops","Deforestation crops","Deforestation crops"
"185","EPSG:4326","104.522487134295","13.1849214508784","autobot","52","0.010401537745247","1.50554306964103","Kâmpóng Thum","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Non Forest stable","TRUE","Deforestation crops","Non Forest stable","Deforestation crops"
"781","EPSG:4326","106.324948085646","13.3372889185804","autobot","153","0.013327324634622","5.98798971658898","Krâchéh","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Deforestation crops","FALSE","Deforestation crops","Deforestation crops","Deforestation crops"
"695","EPSG:4326","106.342522809905","13.3720668787438","autobot","153","0.0235274501007129","5.74560663621965","Krâchéh","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Deforestation crops","FALSE","Deforestation crops","Deforestation crops","Deforestation crops"
"455","EPSG:4326","104.447460845256","13.4123361849519","autobot","52","0.00277050362534592","4.71238898038469","Siemréab","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Deforestation crops","TRUE","Deforestation crops","Deforestation crops","Deforestation crops"
"858","EPSG:4326","104.162420407929","13.5555115479834","autobot","344","0.0119196963130775","4.71238898038469","Siemréab","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Deforestation crops","TRUE","Deforestation crops","Deforestation crops","Deforestation crops"
"872","EPSG:4326","106.829422370113","13.4992632277867","autobot","114","0.00614361163575654","3.25461040766819","Rôtânôkiri","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Deforestation crops","TRUE","Deforestation crops","Deforestation crops","Deforestation crops"
"393","EPSG:4326","102.569628350377","13.5760884789017","autobot","48",NA,NA,"Bântéay Méanchey","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Deforestation crops","FALSE","Deforestation crops","Deforestation crops","Deforestation crops"
"635","EPSG:4326","103.80836367097","13.6388922268691","autobot","52","0.00501185149057481","4.17223585933979","Siemréab","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Deforestation crops","TRUE","Deforestation crops","Deforestation crops","Deforestation crops"
"37","EPSG:4326","103.562683233522","13.7971853922024","autobot","25","0.000609462433502519","2.66886190143132","Siemréab","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Non Forest stable","TRUE","Deforestation crops","Non Forest stable","Deforestation crops"
"238","EPSG:4326","105.09802325273","13.8045802690814","autobot","62","0.00376730751924504","4.42018097363933","Preah Vihéar","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Deforestation other","TRUE","Deforestation crops","Deforestation other","Deforestation crops"
"808","EPSG:4326","104.153640089571","13.6758823395613","autobot","101","0.00265494375900886","1.09296155592459","Siemréab","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Enhancement","TRUE","Deforestation crops","Enhancement","Deforestation crops"
"933","EPSG:4326","105.331313818537","13.7729370127594","autobot","74","0.00389095149604014","5.18277904261138","Preah Vihéar","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Degradation","TRUE","Deforestation crops","Degradation","Deforestation crops"
"480","EPSG:4326","104.360392858595","11.6173092853459","autobot","87","0.00657234176037421","2.70966920333226","Kâmpóng Spœ","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Forest stable","TRUE","Deforestation crops","Forest stable","Deforestation crops"
"121","EPSG:4326","107.022216839804","13.9180580393205","autobot","288","0.0279357062241257","5.50707595445125","Rôtânôkiri","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Deforestation crops","FALSE","Deforestation crops","Deforestation crops","Deforestation crops"
"707","EPSG:4326","105.407291262087","13.8139710841484","autobot","109","0.00700106943838555","4.16184152996077","Preah Vihéar","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Deforestation crops","TRUE","Deforestation crops","Deforestation crops","Deforestation crops"
"131","EPSG:4326","103.759849072627","13.8716678639584","autobot","62","0.0189101377262065","3.54907224804718","Siemréab","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Deforestation crops","TRUE","Deforestation crops","Deforestation crops","Deforestation crops"
"220","EPSG:4326","104.725667089246","13.668800526518","autobot","105","0.0124124590472005","5.51803048659731","Preah Vihéar","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Enhancement","TRUE","Deforestation crops","Enhancement","Deforestation crops"
"845","EPSG:4326","105.134243222695","14.1787076769097","autobot","96","0.00318470871436865","3.69275879729208","Preah Vihéar","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Non Forest stable","TRUE","Deforestation crops","Non Forest stable","Deforestation crops"
"645","EPSG:4326","106.465845553532","12.1879951324059","autobot","72","0.00140498631532082","1.76512262422061","Krâchéh","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Deforestation other","TRUE","Deforestation crops","Deforestation other","Deforestation crops"
"471","EPSG:4326","103.346173439771","11.1979477294396","autobot","29","0.00724166046505234","3.63564451664898","Kaôh Kong","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Deforestation other","TRUE","Deforestation crops","Deforestation other","Deforestation crops"
"73","EPSG:4326","103.276514384459","14.1425477337444","autobot","50","0.00336613292755073","0.971333590085309","Otdar Mean Chey","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Deforestation other","TRUE","Deforestation other","Deforestation other","Deforestation other"
"169","EPSG:4326","105.78199835203","11.8983361690745","autobot","46","0.00850799277836235","3.88903797569949","Tbong Khmum","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Degradation","TRUE","Deforestation other","Degradation","Deforestation other"
"399","EPSG:4326","103.493133779644","13.9835602699735","autobot","35","0.00228713403502975","4.47285575080077","Otdar Mean Chey","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Deforestation other","TRUE","Deforestation other","Deforestation other","Deforestation other"
"443","EPSG:4326","104.639070811369","13.8329375720141","autobot","71","0.00260192605231897","2.11924519508872","Preah Vihéar","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Deforestation rubber","TRUE","Deforestation other","Deforestation rubber","Deforestation other"
"176","EPSG:4326","106.033366467012","14.2672170170745","autobot","131",NA,NA,NA,NA,"no_geom_record","1","FALSE","2017","09","12","response.csv","Deforestation other","TRUE","Deforestation other","Deforestation other","Deforestation other"
"498","EPSG:4326","103.58179697531","10.5585209586376","autobot","80",NA,NA,"Krong Preah Sihanouk","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Deforestation other","TRUE","Deforestation other","Deforestation other","Deforestation other"
"98","EPSG:4326","103.257863684083","14.1934006315337","autobot","57","0.00234340061393994","2.26109806875333","Otdar Mean Chey","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Deforestation other","TRUE","Deforestation other","Deforestation other","Deforestation other"
"727","EPSG:4326","104.31541674322","10.8576502655863","autobot","50","0.0185206327067528","4.70506519585973","Kâmpôt","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Non Forest stable","TRUE","Deforestation other","Non Forest stable","Deforestation other"
"619","EPSG:4326","103.84003214622","14.3175376266519","autobot","78","0.00503651750669261","3.22452322545743","Otdar Mean Chey","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Deforestation other","TRUE","Deforestation other","Deforestation other","Deforestation other"
"520","EPSG:4326","106.865886348868","13.3869775450472","autobot","101","0.00276399680174381","5.69933862811242","Rôtânôkiri","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Deforestation other","FALSE","Deforestation other","Deforestation other","Deforestation other"
"335","EPSG:4326","106.751566687149","13.4127875779285","autobot","112","0.00858837204696286","1.5707963267949","Rôtânôkiri","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Deforestation other","FALSE","Deforestation other","Deforestation other","Deforestation other"
"682","EPSG:4326","105.005210499832","13.0147600896288","autobot","44","0.00355744991701534","3.71709791999776","Kâmpóng Thum","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Deforestation other","TRUE","Deforestation other","Deforestation other","Deforestation other"
"854","EPSG:4326","106.408074120394","14.1112041245192","autobot","70","0.00201943354403983","1.84283903516419","Stœng Trêng","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Deforestation other","TRUE","Deforestation other","Deforestation other","Deforestation other"
"296","EPSG:4326","106.746353120589","12.1413734267112","autobot","134","0.00940953794426683","0.102711553534684","Krâchéh","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Deforestation other","FALSE","Deforestation other","Deforestation other","Deforestation other"
"275","EPSG:4326","104.835879667669","13.4081959656809","autobot","65","0.00620415734353132","5.48733690251609","Preah Vihéar","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Degradation","FALSE","Deforestation other","Degradation","Deforestation other"
"376","EPSG:4326","106.640184784968","12.5449974164768","autobot","97","0.00166307814183289","5.13248050831264","Môndól Kiri","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Deforestation other","TRUE","Deforestation other","Deforestation other","Deforestation other"
"334","EPSG:4326","106.806274399876","13.3912638041379","autobot","115","0.00482515975384804","2.75916335557909","Rôtânôkiri","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Deforestation other","TRUE","Deforestation other","Deforestation other","Deforestation other"
"544","EPSG:4326","105.167058591055","13.400495840684","autobot","46","0.00404303074838035","2.79189453924129","Preah Vihéar","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Deforestation other","TRUE","Deforestation other","Deforestation other","Deforestation other"
"921","EPSG:4326","106.799539596859","13.3956768319449","autobot","111","0.00519688510138632","5.26165300207529","Rôtânôkiri","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Deforestation other","TRUE","Deforestation other","Deforestation other","Deforestation other"
"740","EPSG:4326","106.277263266023","14.1115928359214","autobot","81","0.00398055825470471","0.55103532253627","Stœng Trêng","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Deforestation other","TRUE","Deforestation other","Deforestation other","Deforestation other"
"110","EPSG:4326","105.846499923715","12.231337927631","autobot","17","0.000794447959669373","2.59398287355399","Krâchéh","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Deforestation other","TRUE","Deforestation other","Deforestation other","Deforestation other"
"813","EPSG:4326","103.24638551383","13.9352451087368","autobot","45","0.004846343263726","2.93969415039357","Bântéay Méanchey","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Deforestation other","TRUE","Deforestation other","Deforestation other","Deforestation other"
"655","EPSG:4326","103.437852000666","14.1958943329239","autobot","52","0.00165142799145454","2.97245852113645","Otdar Mean Chey","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Deforestation other","TRUE","Deforestation other","Deforestation other","Deforestation other"
"186","EPSG:4326","106.184933808945","14.064924533515","autobot","90",NA,NA,"Stœng Trêng","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Deforestation crops","FALSE","Deforestation other","Deforestation crops","Deforestation other"
"697","EPSG:4326","103.609268686434","14.1024656323675","autobot","44","0.00175330507830659","4.3977378805182","Otdar Mean Chey","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Deforestation other","TRUE","Deforestation other","Deforestation other","Deforestation other"
"568","EPSG:4326","106.70937023246","13.6739767050892","autobot","134","0.00627294823306997","2.22119668212096","Rôtânôkiri","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Deforestation other","FALSE","Deforestation other","Deforestation other","Deforestation other"
"636","EPSG:4326","102.743351087465","13.18244816055","autobot","39","0.00175099636647509","0.684505277637239","Batdâmbâng","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Deforestation other","TRUE","Deforestation other","Deforestation other","Deforestation other"
"261","EPSG:4326","103.535039972745","14.0359930069303","autobot","36","0.00223881788530994","1.44931307275231","Otdar Mean Chey","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Deforestation other","FALSE","Deforestation other","Deforestation other","Deforestation other"
"659","EPSG:4326","106.076682807158","13.8383759156208","autobot","100","0.00309838687202326","3.41367255910609","Stœng Trêng","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Deforestation other","TRUE","Deforestation other","Deforestation other","Deforestation other"
"70","EPSG:4326","106.944412369432","14.0501638876602","autobot","110","0.0202081338239644","2.81267255996353","Rôtânôkiri","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Deforestation other","TRUE","Deforestation other","Deforestation other","Deforestation other"
"784","EPSG:4326","103.254965177518","14.0799054402538","autobot","50","0.00237124388455144","0.961751350091093","Otdar Mean Chey","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Deforestation other","TRUE","Deforestation other","Deforestation other","Deforestation other"
"494","EPSG:4326","106.239806165089","12.5796723885502","autobot","55","0.00429744334705897","5.9561236256419","Krâchéh","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Deforestation other","TRUE","Deforestation other","Deforestation other","Deforestation other"
"207","EPSG:4326","105.541105484508","13.4535511670726","autobot","138","0.0108614452316144","2.39920891300923","Preah Vihéar","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Enhancement","TRUE","Deforestation other","Enhancement","Deforestation other"
"339","EPSG:4326","103.191859119977","13.325925564067","autobot","9","0.00042988088857509","3.4695714951937","Batdâmbâng","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Deforestation other","TRUE","Deforestation other","Deforestation other","Deforestation other"
"931","EPSG:4326","105.060633284987","12.0493886356263","autobot","19","0.00631298272843563","2.56446538733917","Kâmpóng Cham","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Deforestation other","TRUE","Deforestation other","Deforestation other","Deforestation other"
"737","EPSG:4326","104.643679511833","13.0587405237522","autobot","24","0.00149860618297539","3.23402767424172","Kâmpóng Thum","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Deforestation other","TRUE","Deforestation other","Deforestation other","Deforestation other"
"875","EPSG:4326","103.905608129119","12.6340291938329","autobot","13","0.000959576115303385","6.13877376504446","Pouthisat","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Deforestation other","TRUE","Deforestation other","Deforestation other","Deforestation other"
"246","EPSG:4326","103.224434042251","13.9284580653828","autobot","44","0.00507704911515995","2.86462168221869","Bântéay Méanchey","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Deforestation other","FALSE","Deforestation other","Deforestation other","Deforestation other"
"627","EPSG:4326","106.315779961468","12.0412725047345","autobot","55","0.0020763834427195","2.9411915701968","Krâchéh","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Deforestation other","FALSE","Deforestation other","Deforestation other","Deforestation other"
"254","EPSG:4326","106.660239949401","13.4676280735915","autobot","88","0.00153017554660234","4.62361900690217","Rôtânôkiri","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Deforestation other","TRUE","Deforestation other","Deforestation other","Deforestation other"
"513","EPSG:4326","103.441903960099","13.936953428015","autobot","25","0.0020869313818866","1.50574821914251","Otdar Mean Chey","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Deforestation other","FALSE","Deforestation other","Deforestation other","Deforestation other"
"657","EPSG:4326","104.445705845435","13.3458382743728","autobot","38","0.00148738212937368","5.08582450751524","Siemréab","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Deforestation other","TRUE","Deforestation other","Deforestation other","Deforestation other"
"817","EPSG:4326","106.489418044984","13.3706229385565","autobot","89","0.00261072349527508","6.1233529433214","Môndól Kiri","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Deforestation other","TRUE","Deforestation other","Deforestation other","Deforestation other"
"273","EPSG:4326","104.474467095291","13.7724810908798","autobot","86","0.0041273795874095","0.307334015707088","Preah Vihéar","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Deforestation other","TRUE","Deforestation other","Deforestation other","Deforestation other"
"770","EPSG:4326","105.589551540859","12.1562445150173","autobot","14","0.000773577722440555","5.48981071912362","Tbong Khmum","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Deforestation other","FALSE","Deforestation other","Deforestation other","Deforestation other"
"226","EPSG:4326","103.097678260838","14.2118667599976","autobot","82","0.00375260936682936","2.55248618469666","Otdar Mean Chey","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Deforestation other","TRUE","Deforestation other","Deforestation other","Deforestation other"
"861","EPSG:4326","106.829802154653","13.9702171869023","autobot","99","0.000994254065504578","2.14808904799055","Rôtânôkiri","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Deforestation other","TRUE","Deforestation other","Deforestation other","Deforestation other"
"510","EPSG:4326","103.820736010274","12.8683063119914","autobot","7","0.00058100314970464","3.93635498289821","Pouthisat","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Deforestation other","FALSE","Deforestation other","Deforestation other","Deforestation other"
"507","EPSG:4326","103.205789370537","13.9930793862915","autobot","80","0.00653590675505491","5.98115742384805","Otdar Mean Chey","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Deforestation other","FALSE","Deforestation other","Deforestation other","Deforestation other"
"819","EPSG:4326","105.704367566785","14.0344671176984","autobot","117","0.00598626674545534","1.50276134862969","Preah Vihéar","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Deforestation other","FALSE","Deforestation other","Deforestation other","Deforestation other"
"369","EPSG:4326","104.324192019621","12.0490085103411","autobot","114","0.00992298683606319","0.890739341899294","Kâmpóng Chhnang","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Deforestation other","TRUE","Deforestation other","Deforestation other","Deforestation other"
"870","EPSG:4326","104.92612787035","12.8310396673335","autobot","20","0.00146485892230497","2.75464201619326","Kâmpóng Thum","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Deforestation other","TRUE","Deforestation other","Deforestation other","Deforestation other"
"463","EPSG:4326","105.214207803766","13.6860436696715","autobot","54","0.0024532824863241","1.85092241351006","Preah Vihéar","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Deforestation other","TRUE","Deforestation other","Deforestation other","Deforestation other"
"111","EPSG:4326","107.016990844875","12.3757039401885","autobot","491","0.00225234651077551","5.84008265987991","Môndól Kiri","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Deforestation other","TRUE","Deforestation other","Deforestation other","Deforestation other"
"708","EPSG:4326","104.205110249579","13.5838023889569","autobot","308","0.158806347601534","0.105798190681743","Siemréab","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Deforestation other","TRUE","Deforestation other","Deforestation other","Deforestation other"
"58","EPSG:4326","104.333216309876","13.3624414981813","autobot","46","0.00696961519818292","1.10664855947047","Siemréab","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Deforestation other","FALSE","Deforestation other","Deforestation other","Deforestation other"
"35","EPSG:4326","106.937855110647","13.4225082422562","autobot","118","0.00731570438320157","6.01487810740215","Rôtânôkiri","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Deforestation other","TRUE","Deforestation other","Deforestation other","Deforestation other"
"930","EPSG:4326","103.373757648469","13.2892926839508","autobot","9","0.00042987321641607","0.327926386294541","Batdâmbâng","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Deforestation other","TRUE","Deforestation other","Deforestation other","Deforestation other"
"479","EPSG:4326","106.753153434787","13.3777563828821","autobot","106","0.00311807278082384","0.671147416237479","Rôtânôkiri","Cambodia","no_geom_record","1","FALSE","2017","09","12","response.csv","Deforestation other","FALSE","Deforestation other","Deforestation other","Deforestation other"
